gene	tSNE_x	tSNE_y	D02_MDDC_Ifnb.resp.tsv	D03_MDDC_Ifnb.resp.tsv	D11_MDDC_Ifnb.resp.tsv	Interagrated	D02_MDDC_Ctrl_0h	D02_MDDC_Ifnb_1h	D02_MDDC_Ifnb_2h	D02_MDDC_Ifnb_4h	D02_MDDC_Ifnb_6h	D02_MDDC_Ifnb_12h	D02_MDDC_Ifnb_24h	D03_MDDC_Ctrl_0h	D03_MDDC_Ifnb_1h	D03_MDDC_Ifnb_2h	D03_MDDC_Ifnb_4h	D03_MDDC_Ifnb_6h	D03_MDDC_Ifnb_12h	D03_MDDC_Ifnb_24h	D11_MDDC_Ctrl_0h	D11_MDDC_Ifnb_1h	D11_MDDC_Ifnb_2h	D11_MDDC_Ifnb_4h	D11_MDDC_Ifnb_6h	D11_MDDC_Ifnb_12h	D11_MDDC_Ifnb_24h
C10orf25	-9.76679280446	-12.0152858445	1	1	4	0	0.96	1.06	1.47	0.68	0.43	0.89	2.69	1.02	0.5	3.2	0.72	0.61	0.8	1.87	2.54	1.24	0.89	1.21	1.67	1.78	1.95
C10orf54	-7.70385979732	-14.4726570329	2	2	3	0	18.37	22.85	17.48	14.15	8.55	8.94	16.95	10.39	10.32	8.55	6.95	6.78	8.55	15.3	14.81	16.76	15.49	11.59	11.29	20.41	32.95
C11orf45	-16.698948357	-5.69893951687	1	3	3	6	4.55	4.97	4.78	5.84	6.42	8.62	11.89	13.91	10.97	13.54	12.8	19.15	31.72	28.2	7.53	8.57	7.68	9.47	9.81	13.53	14.75
C11orf68	-13.7116473272	-11.3888542475	1	2	3	0	19.19	20.33	21.13	24.87	20.11	27.46	38.24	19.3	15.22	15.11	18.95	21.61	28.06	40.13	22.1	16.82	19.22	21.67	27.54	36.97	49.81
C12orf45	-12.7921156885	-3.42031330395	5	3	3	1	67.5	62.03	60.76	51.07	70.43	121.83	93.81	59.3	57.48	67.9	99.03	134.72	133.96	82.62	28.57	23.88	21.95	17.33	18.33	26.91	28.08
C12orf76	-15.806389204	-7.63299696195	1	3	3	6	5.79	5.09	8.13	8.7	9.23	20.14	26.86	6.92	6.67	9.19	10.42	10.18	22.5	26.02	3.19	2.72	3.06	4.39	5.7	8.3	11.67
C15orf48	-15.4009552819	-0.0138332629177	5	3	4	6	22.71	23.9	36.47	81.71	172.75	486.68	417.1	81.22	78.39	104.37	245.06	422.38	662.5	375.27	25.7	25.0	31.63	85.05	109.97	134.71	102.67
C15orf57	-13.7745505749	7.05207357676	4	3	4	6	27.04	27.89	31.04	43.02	46.87	44.52	55.65	22.9	24.31	25.21	42.88	47.79	54.22	59.75	41.82	39.53	41.71	75.97	88.05	88.3	98.32
C17orf49	-12.2517489606	-9.78100484327	1	2	3	0	13.65	27.19	14.49	26.62	23.55	30.34	38.75	11.78	10.43	19.12	15.29	14.89	14.34	24.81	4.3	7.05	10.47	5.94	7.76	9.49	16.3
C17orf58	-10.3196200318	-12.7090474453	1	2	1	0	18.98	18.79	17.39	10.8	10.07	17.85	44.84	25.58	23.67	28.79	20.01	16.82	19.16	47.08	9.31	9.7	9.44	6.35	2.79	3.85	10.21
C17orf62	-9.53975554838	11.3723326209	4	3	4	6	10.7	15.41	18.02	19.49	17.93	14.76	16.16	9.33	13.89	9.5	8.45	16.18	25.51	28.85	12.54	18.78	19.02	22.87	26.99	29.24	26.25
C17orf67	-14.2225139506	5.4301182445	4	3	4	6	0.47	1.11	1.76	6.55	7.67	9.34	7.91	1.24	1.35	2.66	4.82	8.32	7.77	10.11	1.03	0.69	3.6	6.13	5.5	7.54	6.68
C17orf96	-0.22233674029	3.90155702427	0	3	2	4	2.41	4.84	6.81	6.12	2.85	5.19	4.61	2.21	2.44	5.34	5.01	6.21	11.37	9.48	1.77	3.27	5.84	5.36	3.8	4.05	2.29
C18orf25	-9.33185797559	9.43105820371	3	3	2	6	8.97	9.27	10.74	19.54	14.55	10.72	13.67	8.43	8.49	9.77	12.87	14.25	16.12	18.11	10.77	9.57	11.87	18.41	14.93	17.6	18.9
C18orf61	-14.397451896	-6.55872809338	5	5	3	6	0.24	0.22	0.91	1.66	2.03	3.85	4.23	0.25	0.18	0.66	1.6	1.41	0.72	2.19	0.0	0.17	0.47	0.78	1.8	3.24	4.07
C18orf8	-16.3117222913	1.06411938177	4	3	4	6	21.37	22.45	22.0	30.98	37.12	41.65	41.87	20.65	22.72	20.69	31.11	46.39	53.64	51.31	15.03	18.57	18.33	24.95	37.11	43.82	39.46
C19orf38	-8.68173504707	-14.3973312839	1	2	3	0	26.57	31.54	31.57	27.92	22.26	20.0	36.77	26.54	26.01	30.67	22.82	18.03	25.86	55.47	30.06	34.85	28.95	30.94	27.99	26.33	42.49
C19orf66	-14.3703418696	4.79604446397	4	3	4	6	11.56	20.57	24.59	82.43	101.54	115.58	105.31	12.43	17.41	23.79	78.91	103.23	117.16	120.08	14.75	18.75	32.03	111.73	136.73	162.95	146.72
C1GALT1	-8.49904036264	6.21222208494	4	5	2	6	7.18	10.03	16.52	33.04	29.7	23.11	23.25	7.65	8.8	15.43	30.13	30.21	25.43	26.34	8.65	11.37	23.06	35.88	31.99	30.13	31.97
C1GALT1C1	-16.1274096882	1.26821038118	5	3	4	6	23.99	25.07	25.94	35.99	47.59	58.17	58.31	23.41	29.74	31.22	39.5	73.12	86.23	72.45	19.17	18.21	18.14	38.71	46.77	48.4	43.61
C1orf174	-10.3914803008	8.76394211531	3	3	3	6	25.59	21.99	21.61	37.8	32.98	26.95	32.31	20.08	20.06	20.43	30.74	35.72	43.63	47.37	26.41	22.34	17.43	32.24	27.91	36.96	47.87
C1orf216	-15.3607118366	-0.843314302707	5	3	4	6	6.38	6.53	6.57	7.4	6.89	9.68	8.89	4.81	3.83	5.52	4.91	7.39	11.77	9.09	5.24	4.97	5.75	7.11	9.22	12.01	9.48
C1orf53	-15.8032020577	-10.4967703597	1	1	3	0	1.64	1.96	0.73	1.95	2.77	4.53	5.96	2.24	3.11	6.16	2.91	3.78	3.38	6.65	2.83	2.2	1.47	1.86	1.94	3.03	3.19
C1R	-13.2473592911	-11.6889519942	1	2	3	0	1.86	1.73	1.78	1.43	1.92	4.69	9.97	1.8	2.23	1.42	0.53	3.81	4.03	12.47	1.09	1.71	1.96	3.02	2.03	5.04	11.23
C1S	-13.1583635105	-11.7393510246	1	2	3	0	12.78	13.68	12.29	12.15	11.24	17.75	38.23	11.39	14.54	13.28	11.57	13.64	21.29	30.59	16.54	16.54	15.26	14.21	20.16	29.08	45.22
C20orf24	-12.340190136	6.15161824915	4	5	4	6	279.4	266.74	348.48	484.2	580.91	507.28	483.76	266.39	254.87	329.25	516.76	470.77	433.19	465.36	229.96	220.87	253.35	349.92	381.12	397.37	372.6
C21orf91	-9.32227405369	7.37719197968	4	5	2	6	4.26	7.44	12.26	22.91	22.07	12.92	16.84	4.28	7.35	9.78	17.46	21.09	15.99	16.7	6.46	8.29	11.01	22.16	25.2	19.86	21.92
C2CD2L	-7.58893270132	9.8753065815	3	3	4	5	22.11	23.73	15.19	41.83	31.7	28.35	24.58	17.43	18.49	12.3	29.66	33.42	33.09	29.51	25.7	28.96	20.28	50.88	58.03	50.69	39.0
C2CD5	-17.5339484818	-5.8235760498	1	3	4	6	20.71	21.04	16.0	19.8	21.45	26.51	30.68	17.58	16.67	15.31	13.76	18.5	34.19	34.38	19.34	18.38	15.77	19.85	22.77	39.1	40.18
C2orf27A	-7.5903139998	10.1607815601	4	0	4	6	0.13	0.62	0.4	2.18	2.6	0.98	0.93	0.0	0.11	0.0	0.0	0.15	0.0	0.13	0.0	0.0	0.0	0.0	0.26	0.11	0.23
C3AR1	-13.423270949	-7.62434733431	4	3	3	6	97.63	118.71	135.09	205.92	241.12	225.84	297.96	52.64	73.13	89.51	107.1	136.4	168.55	233.86	89.54	133.48	136.81	197.82	238.38	279.83	424.63
C3orf38	-1.7381831484	3.70684594001	4	3	2	4	36.56	57.51	101.81	106.51	98.75	86.61	103.32	37.31	52.81	108.87	99.43	103.94	103.16	108.7	34.86	48.76	83.5	91.64	89.1	85.11	95.63
C3orf58	-7.57180007424	8.16316946008	3	5	2	5	26.06	30.37	28.03	59.39	54.65	30.92	41.49	21.88	26.62	31.09	45.28	45.55	33.03	38.63	28.58	33.66	25.91	59.25	64.1	55.18	60.97
C4orf32	-10.0835308038	3.43987595963	4	5	4	6	12.19	18.37	28.72	50.98	68.24	43.3	34.5	17.32	23.31	49.53	69.67	83.0	50.29	46.19	19.35	24.71	37.64	62.56	83.31	69.62	47.28
C4orf33	-14.3766628574	-6.43091124534	1	3	4	6	13.81	15.0	17.08	19.58	23.55	26.91	35.12	18.51	17.65	26.12	31.19	35.83	34.65	40.26	14.51	11.59	15.83	23.51	29.23	28.3	35.95
C5	-13.8269519657	-11.2417995149	1	2	3	0	0.88	0.95	0.88	1.57	1.37	3.56	7.92	1.67	1.39	1.78	1.95	4.35	14.24	26.33	1.57	0.92	1.79	1.57	3.27	14.23	22.3
C5orf22	-13.4140364962	-8.11897260246	4	3	3	6	18.97	20.32	19.19	27.86	30.45	28.45	37.47	18.37	19.8	18.89	21.65	28.35	33.96	43.92	21.44	18.53	21.33	29.6	33.34	38.16	46.99
C5orf56	-16.7641522789	0.13103959746	5	3	4	6	1.39	2.6	7.55	14.61	27.6	50.38	45.81	1.14	2.3	4.97	11.32	32.56	45.05	47.01	1.45	0.61	1.23	7.76	14.77	18.55	16.16
C6orf57	-11.3348641907	-8.67763277474	1	3	4	6	6.48	7.74	7.63	9.94	5.96	10.63	14.06	3.74	3.84	9.16	7.94	9.23	13.05	19.0	3.82	5.92	6.37	4.0	4.58	9.93	7.43
C6orf62	-10.5365931622	10.4195360103	4	3	4	6	189.02	261.84	236.68	327.61	324.65	262.91	334.07	137.77	147.43	221.69	225.17	354.23	398.9	398.4	92.13	106.62	122.43	148.44	151.44	184.24	184.11
C7orf55-LUC7L2	-4.76576630847	-7.36618198156	1	0	1	3	3.67	7.98	5.46	1.57	3.14	4.86	8.79	10.69	8.39	9.63	4.62	3.08	3.44	5.11	0.0	0.85	1.56	0.0	0.0	0.0	0.81
C7orf60	-10.7709212502	8.33687593319	4	3	4	6	8.76	8.1	8.01	10.05	12.19	8.75	9.41	8.02	9.17	9.78	11.99	19.79	21.8	15.85	8.36	7.93	7.63	14.43	14.87	16.26	16.72
C8orf44-SGK3	0.153125746862	-1.27482188549	0	5	1	3	0.0	0.83	3.93	2.58	0.16	0.41	2.02	1.49	0.0	1.64	2.47	3.6	0.59	0.48	1.64	1.88	1.17	1.09	0.0	0.44	0.97
C9orf91	-15.183354958	6.01668087477	4	3	4	6	17.11	18.77	17.24	59.52	82.98	93.14	110.22	16.44	18.74	18.17	44.78	81.46	112.21	137.96	22.51	23.5	24.09	70.95	104.6	134.85	146.34
CA13	-1.08299182581	0.443267737956	3	5	2	5	1.45	2.07	2.05	3.45	2.66	0.75	0.82	1.4	1.83	3.22	3.64	3.21	1.23	0.24	1.61	1.9	2.55	5.03	2.82	1.77	1.42
CACNA1A	-15.2340712636	-4.78657194032	5	3	4	6	0.04	0.45	1.06	1.02	2.35	3.92	4.73	0.21	0.54	1.74	1.37	2.71	2.76	4.21	0.11	0.93	1.67	1.87	2.72	4.34	3.58
CALCOCO2	-16.4206581598	0.039189960499	5	3	4	6	40.97	44.39	42.15	51.07	77.62	103.63	92.29	40.04	42.38	51.69	49.12	83.33	96.95	93.38	49.52	42.72	49.07	66.49	86.37	99.0	92.73
CAMK2D	-16.2480461505	0.785822033993	4	3	4	6	11.3	11.55	11.25	18.72	29.25	30.3	29.92	17.44	18.05	19.35	22.27	49.68	70.27	54.82	10.72	13.52	13.77	22.07	34.17	44.6	40.62
CAMKK2	-8.46375600062	10.2671326092	4	3	4	5	8.37	12.31	12.13	18.74	18.4	11.66	10.4	8.1	8.54	7.14	13.41	16.22	16.3	14.62	10.59	14.42	13.63	26.06	27.52	24.9	19.43
CAMSAP2	-7.43490569499	7.98952873672	3	5	2	5	8.42	9.76	9.01	22.67	17.33	13.62	14.85	7.93	9.41	9.97	17.87	16.62	15.31	14.66	12.54	13.93	14.78	28.92	22.14	18.6	18.18
CAPN2	-13.8333069082	-0.486838092026	5	3	4	1	67.96	70.15	62.37	77.23	104.34	189.78	105.16	53.29	54.48	57.29	57.61	91.88	140.11	68.52	66.3	70.29	67.1	89.25	120.2	183.61	135.48
CAPNS2	-9.60480747721	11.3003012265	3	3	3	6	0.16	1.69	0.97	3.1	2.02	1.85	0.96	0.2	1.3	0.9	1.05	1.08	1.69	2.15	0.57	0.48	0.96	0.73	1.74	2.39	3.06
CARD16	-15.6417360794	-5.03984373311	5	3	3	6	20.0	27.27	39.69	59.99	84.62	167.13	160.35	12.48	19.27	28.47	53.04	83.8	111.95	126.5	19.24	17.25	32.55	41.6	70.5	89.33	125.0
CARD6	-10.6130759887	10.7047496229	4	3	3	6	12.02	14.97	14.34	16.74	17.87	17.12	15.77	9.85	11.03	9.8	11.12	13.96	22.13	19.1	12.79	14.07	15.38	21.21	19.08	23.65	26.05
CARM1	-9.43032950586	11.5174910058	4	3	4	6	37.98	46.27	39.03	44.88	44.21	42.79	44.83	30.61	29.93	25.43	27.02	41.38	58.99	63.02	45.13	53.47	54.08	57.19	66.92	77.17	65.93
CASK	-14.8055912118	3.04024970555	4	3	4	6	2.85	2.63	2.93	4.59	8.04	6.31	6.59	2.56	2.86	3.38	3.81	9.32	8.3	8.82	3.68	4.1	3.35	6.64	12.8	12.46	11.6
CASP1	-16.684968068	1.25484087844	5	3	4	6	79.96	73.26	93.41	201.56	326.95	421.08	369.32	69.16	71.53	99.98	208.04	292.49	298.19	252.38	50.91	54.89	69.19	146.2	196.93	260.99	271.77
CASP10	-9.64226189114	9.8875995182	3	3	4	6	10.02	14.63	18.06	38.08	31.29	22.77	24.15	6.44	8.65	13.11	21.09	27.22	28.24	28.35	8.85	15.45	21.26	38.74	35.34	44.99	41.85
CASP3	-11.5175367539	7.49197461781	4	3	2	6	44.69	45.59	41.64	99.39	89.32	82.29	95.68	68.48	61.46	67.76	109.87	127.45	158.3	137.62	32.55	30.26	35.41	76.65	71.45	76.04	71.04
CASP4	-12.4971485064	6.13109563132	4	3	2	6	69.67	72.15	98.75	174.85	221.73	211.28	202.14	65.33	77.52	99.66	192.35	209.53	202.11	190.02	100.25	104.74	147.3	256.53	288.23	260.2	280.83
CASP5	-1.01046140401	0.519235041122	4	5	2	5	0.0	0.48	0.14	1.28	1.88	0.29	0.0	0.17	0.36	0.8	1.33	0.63	0.16	0.3	0.0	0.7	1.42	2.66	1.31	0.47	1.4
CASP7	-7.82865336462	5.72845180843	4	5	2	5	29.98	39.55	56.19	123.2	124.23	84.79	76.38	40.73	42.66	82.23	132.9	150.56	96.56	84.64	21.05	22.72	37.36	82.39	72.6	57.09	53.44
CASP8	-12.2407258312	7.44103841574	4	3	4	6	16.45	21.33	28.59	54.07	44.39	45.62	49.65	14.41	14.38	18.69	35.58	40.51	54.87	50.81	21.01	22.45	29.25	53.18	54.67	65.44	72.51
CASZ1	-12.7273672503	6.22908260584	4	3	4	6	1.24	1.59	1.5	3.19	3.66	3.08	3.82	1.2	1.31	1.07	2.39	4.14	3.86	3.3	1.31	0.75	1.27	3.41	3.2	3.58	3.58
CBR1	-16.7480273337	-0.179020694466	5	3	4	6	62.49	75.46	102.47	188.12	342.41	589.21	518.92	72.62	68.35	102.98	206.97	388.71	641.26	614.7	48.95	53.88	78.69	164.89	296.17	478.08	413.68
CBR3	-0.820221943154	-2.79902039481	0	5	1	4	7.11	10.35	33.42	28.65	18.28	8.48	7.85	13.12	15.33	31.81	41.69	25.67	20.58	15.69	3.32	6.18	23.47	15.79	10.27	5.2	2.89
CBWD2	-16.717323371	-0.0973233345669	5	3	4	6	12.56	6.71	7.75	8.57	23.32	32.85	27.62	11.21	9.62	11.22	17.42	26.59	36.47	37.64	11.44	10.27	9.64	18.52	23.13	30.28	27.07
CBWD3	-13.8559214494	-1.22821921456	5	3	4	1	0.73	1.52	2.15	1.88	1.66	6.29	3.92	3.23	1.45	3.23	3.64	3.68	6.31	4.47	2.2	1.68	2.59	3.37	5.96	5.22	2.54
CBWD5	-14.7858262665	0.0280065164293	5	3	4	6	11.66	16.8	21.22	24.9	28.69	38.9	28.87	17.47	16.08	15.36	27.78	46.72	51.48	41.83	7.2	9.73	9.75	10.48	15.13	21.82	15.94
CBWD6	-7.29385248866	-13.6804406104	2	2	3	0	0.5	3.86	0.7	1.24	0.0	1.15	1.79	1.19	0.3	3.41	2.52	1.65	1.47	3.88	1.9	1.84	0.73	1.77	0.35	1.9	1.57
CCDC101	-12.9765359073	-12.2820933326	1	2	3	0	16.02	15.46	12.7	12.67	11.13	20.05	36.31	14.38	12.93	11.27	12.01	12.3	28.26	46.65	21.92	19.13	14.29	13.95	20.06	36.43	56.17
CCDC107	-17.3905818636	-7.43023055852	5	2	3	6	18.5	20.74	20.57	16.64	20.05	31.45	33.09	21.44	18.87	22.2	16.35	18.88	27.54	33.6	11.56	11.47	13.67	8.16	16.01	21.04	24.29
CCDC109B	-12.8101880579	0.743372104208	4	3	4	6	31.8	39.13	42.2	75.09	157.59	165.08	83.15	36.64	40.02	41.67	84.73	187.38	141.3	65.99	37.58	31.61	37.02	78.59	155.94	137.24	71.76
CCDC134	-9.28874353562	-13.8616473914	1	2	3	0	1.85	2.21	1.78	0.9	0.4	1.56	2.6	1.73	0.92	1.55	0.71	1.71	3.11	5.92	3.09	2.36	2.54	1.71	2.84	3.07	5.87
CCDC186	-0.694089895005	0.637416055562	3	5	2	5	6.88	8.53	9.73	15.52	11.69	8.66	9.73	7.75	7.66	12.08	11.64	8.76	6.81	8.24	14.06	14.46	20.49	27.75	16.23	16.57	21.22
CCDC77	-12.4937634065	-13.1717788536	1	2	3	0	2.87	2.48	1.53	2.83	2.69	3.57	6.78	3.35	2.98	1.68	2.87	2.56	4.71	9.22	3.71	1.87	2.0	2.75	3.62	4.98	8.74
CCDC85B	-10.7395189142	-12.3242192747	1	2	3	0	43.91	46.9	50.65	31.53	30.2	53.0	73.81	49.58	38.43	40.34	35.0	31.51	49.74	109.44	45.93	38.43	42.54	24.39	24.8	41.5	53.28
CCDC9	0.269326312507	3.68236293196	0	1	1	4	6.52	10.24	12.96	10.8	8.32	7.97	7.33	7.18	8.23	14.07	7.79	10.3	8.79	13.98	9.33	13.36	24.02	15.5	14.71	15.11	12.47
CCDC94	-11.2609055647	-8.75723183548	1	2	3	0	13.52	15.46	17.29	10.77	14.01	15.98	19.25	9.4	11.77	15.43	8.48	14.25	20.87	30.37	15.24	17.84	21.93	16.02	21.49	28.36	35.63
CCL2	-8.3045507113	4.2974349989	4	5	2	6	536.47	1368.5	3609.77	6138.66	6553.34	6076.47	4815.72	536.5	1432.63	3854.75	5940.15	5914.08	4009.17	3015.65	1114.55	2199.57	4606.69	7086.79	5959.8	5390.34	4148.87
CCL3	-10.2049446717	0.179348230146	4	3	1	4	33.91	448.02	488.73	463.81	845.75	531.2	439.07	26.3	348.52	452.72	415.21	782.13	438.5	300.39	50.35	749.33	893.44	533.8	594.83	343.21	204.63
CCL3L1	-10.1297457657	0.217990029911	4	5	1	4	2.79	29.57	37.6	45.77	86.17	40.27	31.42	1.42	30.72	71.37	68.94	104.16	59.08	33.31	5.7	75.17	140.57	100.42	95.53	54.89	23.94
CCL4	-10.2472983354	0.15925008549	4	3	1	4	6.73	26.69	69.2	64.6	108.78	111.86	75.97	5.21	23.38	67.07	55.81	118.08	125.69	67.71	6.94	47.62	108.12	87.08	50.79	35.43	18.38
